store,cbsa,address,city,state,zip,lat,lon,ccia,capis,ogpMarketName,status
2399,"Manchester-Nashua, NH",725 Gold St,Manchester,NH,03103-4008,42.955774,-71.444492,Update Existing (Front),Centennial Split,Manchester,Open
2400,"Chillicothe, OH",85 River Trace Lane,Chillicothe,OH,45601-2686,39.347861,-82.971101,,Stockroom Middle,Cincinnati,Open
2402,"Elko, NV",2944 Mountain City Hwy,Elko,NV,89801-4495,40.840816,-115.792428,,Split Backroom,Reno,Open
2403,"Seattle-Tacoma-Bellevue, WA",310 31st Ave Se,Puyallup,WA,98374-1232,47.161358,-122.288662,,Stockroom Middle,Seattle,Open
2405,"Buffalo-Cheektowaga-Niagara Falls, NY",5360 Southwestern Blvd,Hamburg,NY,14075-3596,42.743219,-78.871643,,Centennial Split,Buffalo,Open
2414,"Raleigh, NC",973 N Harrison Ave,Cary,NC,27513-3904,35.801773,-78.785447,,WNM Other,Raleigh,Open
2417,Remaining US,1850 Anderson Rd,Petoskey,MI,49770-8893,45.350211,-84.974067,,Modified Split,,Open
2420,"Pittsburgh, PA",100 Sara Way,Belle Vernon,PA,15012-1963,40.138544,-79.845636,,Seafood Internal Plus High,Pittsburgh,Open
2421,Remaining US,2212 Glacier Dr,Saint Croix Falls,WI,54024-8347,45.400098,-92.603785,,Expansion (Full),Madison,Open
2425,"St. Louis, MO-IL",1101 Belt Line Rd,Collinsville,IL,62234-4368,38.692651,-89.986908,,WNM Other,St Louis,Open
2426,"Columbus, OH",5200 West Pointe Plaza,Columbus,OH,43228-9126,39.983348,-83.145043,,,Columbus-OH,Open
2427,"Dallas-Fort Worth-Arlington, TX",9301 Forest Ln,Dallas,TX,75243-8982,32.910853,-96.738831,,Beverage Alcove,Dallas North,Open
2428,"Wichita, KS",1701 S Kansas Rd,Newton,KS,67114-8755,38.023282,-97.339246,,Tenant,Wichita,Open
2429,"Springfield, OH",2100 N Bechtle Ave,Springfield,OH,45504-1584,39.951671,-83.826452,,Centennial,Cincinnati,Open
2432,"Lincoln, NE",2500 Jamie Ln,Lincoln,NE,68512-9496,40.729526,-96.684978,,Modified Split,Lincoln,Open
2433,"Dallas-Fort Worth-Arlington, TX",101 W Buckingham Rd,Garland,TX,75040-4646,32.931981,-96.631591,,WNM 41 Backroom (TEST),Dallas Northeast,Open
2434,"Iron Mountain, MI-WI",1920 S Stephenson Ave,Iron Mountain,MI,49801-3641,45.807363,-88.038011,,Stockroom Middle,Marquette,Open
2436,"Baltimore-Columbia-Towson, MD",6400a Ridge Road Suite 1,Sykesville,MD,21784-6272,39.396537,-76.934712,,Modified Split Backroom,Baltimore,Open
2437,"Washington-Arlington-Alexandria, DC-VA-MD-WV",700 James Madison Hwy,Warrenton,VA,20186-3828,38.697243,-77.789772,Inlane,Split Backroom,Winchester,Open
2438,"Washington-Arlington-Alexandria, DC-VA-MD-WV",217 Garrisonville Rd,Stafford,VA,22554-1527,38.470886,-77.417949,,Split Backroom,Fredericksburg,Open
2439,"Houston-The Woodlands-Sugar Land, TX",8700 N Highway 146,Baytown,TX,77523-0000,29.817169,-94.896834,Update Existing (Front),Expansion (Split Backroom),Houston Southeast,Open
2441,"Cincinnati, OH-KY-IN",1505 Main St,Hamilton,OH,45013-1079,39.425931,-84.600421,,Tenant,Cincinnati,Open
2442,"Kansas City, MO-KS",5261 North Antioch Road,Kansas City,MO,64119-0000,39.189841,-94.546561,,WNM Front Wall Split,Kansas City,Open
2443,"Sioux Falls, SD",7821 South Minnesota Avenue,Sioux Falls,SD,57108-0000,43.472442,-96.729613,Update Existing (Front),Split Backroom,Sioux Falls,Open
2444,"Syracuse, NY",2024 Genesee St,Oneida,NY,13421-2680,43.078446,-75.691351,,Other (Non-Proto),East Syracuse,Open
2445,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1515 Bethlehem Pike,Hatfield,PA,19440-1301,40.291125,-75.264224,Update Existing (Front),Centennial Plus,Philadelphia,Open
2446,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",195 N West End Blvd,Quakertown,PA,18951-2306,40.448618,-75.357718,,Tenant,Philadelphia,Open
2447,"Cincinnati, OH-KY-IN",2322 Ferguson Rd,Cincinnati,OH,45238-3503,39.128243,-84.597198,Existing (Front),Tenant,Cincinnati,Open
2448,"Minneapolis-St. Paul-Bloomington, MN-WI",9300 East Point Douglas Rd S,Cottage Grove,MN,55016-0000,44.810716,-92.918766,,Centennial,Minneapolis South,Open
2453,"Fallon, NV",2333 Reno Hwy,Fallon,NV,89406-6385,39.475689,-118.806469,,Centennial,Reno,Open
2455,"Great Falls, MT",701 Smelter Ave Ne,Great Falls,MT,59404-1940,47.526613,-111.296587,,Seafood External,Missoula,Open
2459,"North Port-Sarasota-Bradenton, FL",4381 Cattlemen Rd,Sarasota,FL,34233-5070,27.292121,-82.450128,,Garden Center,Sarasota,Open
2460,"Salisbury, MD-DE",22899 Sussex Hwy,Seaford,DE,19973-5851,38.661045,-75.590379,Other Income,Expansion (Ambient),Salisbury,Open
2463,"Dallas-Fort Worth-Arlington, TX",355 Stonebrook Pkwy,Frisco,TX,75034-0000,33.143498,-96.888793,In-Lane,Modified Split,Dallas Central,Open
2464,"Sacramento--Roseville--Arden-Arcade, CA",8270 Delta Shores Circle,Sacramento,CA,95832-0000,38.459951,-121.490326,,Split Backroom High,Sacramento,Open
2465,"Augusta-Richmond County, GA-SC",3697 Windsor Spring Rd,Hephzibah,GA,30815-7157,33.378783,-82.073098,,NHM Rear,Augusta-SC,Open
2469,"Longview, WA",540 7th Ave,Longview,WA,98632-1605,46.119256,-122.929995,,Split Backroom,Olympia,Open
2471,"Columbus, OH",5900 Britton Pkwy,Dublin,OH,43016-1207,40.074061,-83.137577,,Split Backroom,Columbus-OH,Open
2472,"Winston-Salem, NC",4550 Kester Mill Rd,Winston Salem,NC,27103-1247,36.067709,-80.337191,,Seafood Internal,Winston-Salem,Open
2475,"Atlanta-Sandy Springs-Roswell, GA",1436 Dogwood Dr Se,Conyers,GA,30013-5091,33.652864,-83.996654,,Modified Split Backroom,Atlanta South,Open
2476,"Walla Walla, WA",1700 Se Meadowbrook Blvd,College Place,WA,99324-1798,46.033066,-118.384123,,Centennial,Kennewick,Open
2479,"San Diego-Carlsbad, CA",3412 College Ave,San Diego,CA,92115-7134,32.741638,-117.053603,,Modified Split,San Diego,Open
2480,Remaining US,723a Old Willow Ave,Honesdale,PA,18431-4217,41.557242,-75.226492,,Rear Backroom,Scranton,Open
2482,"Phoenix-Mesa-Scottsdale, AZ",857 N Dobson Rd,Mesa,AZ,85201-7585,33.431942,-111.865295,,Centennial,Phoenix East,Open
2483,"Las Vegas-Henderson-Paradise, NV",6973 Blue Diamond Rd,Las Vegas,NV,89178-0000,36.020391,-115.245431,,Split Backroom,Las Vegas,Open
2484,"Clewiston, FL",1005 W Sugarland Hwy,Clewiston,FL,33440-2706,26.756516,-80.948798,,Expansion (Full),Punta Gorda,Open
2485,"Sandpoint, ID",476999 Highway 95,Ponderay,ID,83852-9738,48.307779,-116.543769,,Tenant,Spokane,Open
2491,"Danville, IL",4101 N Vermilion St Ste A,Danville,IL,61834-5997,40.201449,-87.627697,,Seafood Internal Plus,Champaign,Open
2493,"Grand Rapids-Wyoming, MI",5859 28th St Se,Grand Rapids,MI,49546-6905,42.914343,-85.520927,,Split Backroom,Grand Rapids,Open
2494,"San Diego-Carlsbad, CA",2100 Vista Way,Oceanside,CA,92054-5600,33.181322,-117.347088,,,San Diego,Open
2496,"Boone, NC",200 Watauga Village Dr,Boone,NC,28607-5029,36.197031,-81.660042,,Centennial Split Lite,Kingsport,Open
2497,"Allentown-Bethlehem-Easton, PA-NJ",1300 Us Highway 22,Phillipsburg,NJ,08865-4108,40.674234,-75.144632,In-Lane,Centennial Plus,New York,Open
2499,"Orlando-Kissimmee-Sanford, FL",8801 Conroy Windermere Rd,Orlando,FL,32835-3129,28.495775,-81.506571,,WNM Other,Orlando,Open
2502,"Pittsburgh, PA",100 Colony Ln,Latrobe,PA,15650-9073,40.282491,-79.383027,Tenant,Expansion (Rear Backroom),Pittsburgh,Open
2505,"Houston-The Woodlands-Sugar Land, TX",5501 Highway 6,Missouri City,TX,77459-4190,29.573407,-95.568042,,Seafood Internal,Houston,Open
2506,"Akron, OH",2600 State Route 59,Ravenna,OH,44266-1646,41.156052,-81.299615,In-Lane,Modified Split Backroom,Akron,Open
2508,"Boise City, ID",8300 W Overland Rd,Boise,ID,83709-1639,43.592826,-116.284808,,Seafood External,Boise City,Open
2509,"Appleton, WI",810 S Irish Rd,Chilton,WI,53014-1773,44.023831,-88.139233,,Trifecta Modified Split,Sheboygan,Open
2511,"Provo-Orem, UT",949 W Grassland Dr,American Fork,UT,84003-2753,40.384859,-111.825195,,Stockroom Middle High,Provo/Orem,Open
2512,"Phoenix-Mesa-Scottsdale, AZ",1825 W Bell Rd,Phoenix,AZ,85023-3415,33.637288,-112.098063,,Centennial Split,Glendale,Open
2513,Remaining US,270 Walmart Way,Dahlonega,GA,30533-0824,34.538645,-83.972439,,Tenant,Atlanta North,Open
2514,"Salisbury, MD-DE",2132 Old Snow Hill Rd,Pocomoke City,MD,21851-2734,38.072685,-75.554149,,Modified Split,Salisbury,Open
2515,"Phoenix-Mesa-Scottsdale, AZ",3721 E Thomas Rd,Phoenix,AZ,85018-7507,33.478722,-112.000982,,Seafood External,Phoenix East,Open
2517,"Los Angeles-Long Beach-Anaheim, CA",3600 W Mcfadden Ave,Santa Ana,CA,92704-1330,33.737285,-117.915302,,Other (Non-Proto),Irvine,Open
2519,"York-Hanover, PA",698 Shrewsbury Commons Ave,Shrewsbury,PA,17361-1617,39.768085,-76.668091,,Expansion (Full),Harrisburg,Open
2520,"Washington-Arlington-Alexandria, DC-VA-MD-WV",125 Washington Square Plz,Fredericksburg,VA,22405-3235,38.283996,-77.438543,,Tenant,Fredericksburg,Open
2522,"Escanaba, MI",601 N Lincoln Rd,Escanaba,MI,49829-1426,45.752469,-87.082726,,Stockroom Middle High,Marquette,Open
2528,"Lock Haven, PA",167 Hogan Blvd,Mill Hall,PA,17751-1902,41.116694,-77.480536,,Tenant,Lehighton,Open
2529,"Virginia Beach-Norfolk-Newport News, VA-NC",2021 Lynnhaven Pkwy,Virginia Beach,VA,23456-1410,36.794051,-76.122735,,Seafood Internal High,Virginia Beach,Open
2532,"Janesville-Beloit, WI",2785 Milwaukee Rd,Beloit,WI,53511-6915,42.526467,-88.986166,,Seafood Internal Plus High,Madison,Open
2533,"Pensacola-Ferry Pass-Brent, FL",3767 Gulf Breeze Pkwy,Gulf Breeze,FL,32563-3528,30.387073,-87.065569,,Rear Backroom,Pensacola,Open
2534,"Dothan, AL",3300 S Oates St,Dothan,AL,36301-5694,31.178814,-85.404472,,Expansion (Ambient),Dothan,Open
2535,"Pottsville, PA",500 Terry Rich Blvd,Saint Clair,PA,17970-1090,40.727503,-76.189941,,Modified Split,Scranton,Open
2537,"Redding, CA",1515 Dana Dr,Redding,CA,96003-4014,40.583947,-122.343245,,Other (Non-Proto),Sacramento,Open
2539,"Spokane-Spokane Valley, WA",15727 E Broadway Ave,Spokane Valley,WA,99037-9544,47.666879,-117.191367,,Seafood Internal High,Spokane,Open
2540,Remaining US,63 Perkins Rd,Clarion,PA,16214-8527,41.188708,-79.396144,,Other (Non-Proto),Pittsburgh,Open
2541,"Canton-Massillon, OH",2700 W State St,Alliance,OH,44601-5611,40.899959,-81.160812,,Seafood Internal Plus High,Cleveland,Open
2543,"Scranton--Wilkes-Barre--Hazleton, PA",390 Route 315 Hwy,Pittston,PA,18640-3903,41.315535,-75.759593,Update Existing (Front),Split Backroom,Scranton,Open
2544,"Chicago-Naperville-Elgin, IL-IN-WI",6087 Us Highway 6,Portage,IN,46368-5046,41.547802,-87.178959,,Centennial,Joliet,Open
2545,"Marinette, WI-MI",2900 Roosevelt Rd,Marinette,WI,54143-3832,45.073909,-87.656093,,Split Backroom,Green Bay,Open
2547,Remaining US,41 Anawana Lake Rd,Monticello,NY,12701-3206,41.666781,-74.679859,,Seafood External,Fishkill,Open
2549,"Spokane-Spokane Valley, WA",9212 N Colton St,Spokane,WA,99218-1284,47.741455,-117.402109,,Centennial Split High,Spokane,Open
2550,"Portland-Vancouver-Hillsboro, OR-WA",221e Ne 104th Ave,Vancouver,WA,98664-4505,45.623903,-122.562011,,Seafood Internal,Portland/Vancouver,Open
2552,"Portland-Vancouver-Hillsboro, OR-WA",4200 Se 82nd Ave,Portland,OR,97266-2943,45.491364,-122.574866,,Split Backroom,Portland/Vancouver,Open
2554,"Phoenix-Mesa-Scottsdale, AZ",13055 W Rancho Santa Fe Blvd,Avondale,AZ,85392-1700,33.459128,-112.338185,,Seafood External,Glendale,Open
2559,"Detroit-Warren-Dearborn, MI",33201 Van Dyke Ave,Sterling Heights,MI,48312-5924,42.538331,-83.032632,,Modified Split,Detroit,Open
2560,"Salisbury, MD-DE",11416 Ocean Gtwy,Berlin,MD,21811-2549,38.339382,-75.162674,Update Existing (Front),Centennial Split,Salisbury,Open
2561,"Erie, PA",5350 W. Ridge Rd,Erie,PA,16506-0000,42.067941,-80.195895,Update Existing (Front),Centennial Plus,Erie,Open
2566,"Washington-Arlington-Alexandria, DC-VA-MD-WV",96 Patrick Henry Way,Charles Town,WV,25414-4391,39.300311,-77.827361,Other Income,Other (Non-Proto),Winchester,Open
2567,"Grand Rapids-Wyoming, MI",4542 Kenowa Ave Sw,Grandville,MI,49418-9523,42.881504,-85.780649,,Trifecta Modified Split,Grand Rapids,Open
2572,Remaining US,990 W Emmitt Ave,Waverly,OH,45690-1095,39.110636,-82.999445,,Other (Non-Proto),Cincinnati,Open
2574,"Harrisburg-Carlisle, PA",60 Noble Blvd,Carlisle,PA,17013-4119,40.189328,-77.194327,,Modified Split,Harrisburg,Open
2575,"Little Rock-North Little Rock-Conway, AR",3900 Dave Ward Dr,Conway,AR,72034-5583,35.072895,-92.495185,,Meat Prep,Little Rock,Open
2576,"Charleston, WV",100 Nitro Market Pl,Cross Lanes,WV,25313-4401,38.411349,-81.807562,,Modified Split,Huntington,Open
2577,"Baltimore-Columbia-Towson, MD",1 Frankel Way,Cockeysville,MD,21030-3220,39.470667,-76.643246,,Centennial,Baltimore,Open
2580,Remaining US,1415 Sunset Ave,Clinton,NC,28328-3825,34.988378,-78.352027,,Tenant,Wilmington,Open
2581,"Syracuse, NY",5399 W Genesee St,Camillus,NY,13031-2265,43.037822,-76.272331,,Centennial Split High,West Syracuse,Open
2586,"Buffalo-Cheektowaga-Niagara Falls, NY",2500 Walden Ave,Cheektowaga,NY,14225-4940,42.910469,-78.743309,,Tenant,Buffalo,Open
2587,"Little Rock-North Little Rock-Conway, AR",304 S Rockwood Dr,Cabot,AR,72023-2881,34.976507,-92.040706,,Centennial Split High,Little Rock,Open
2588,"Pittsburgh, PA",100 Walmart Dr,North Versailles,PA,15137-1535,40.387312,-79.824756,,Seafood External,Pittsburgh,Open
2590,"Portland-Vancouver-Hillsboro, OR-WA",7650 Ne Shaleen Street,Hillsboro,OR,97006-0000,45.515726,-122.898419,,WNM Rear,Portland/Vancouver,Open
2591,"Miami-Fort Lauderdale-West Palm Beach, FL",151 Sw 184th Ave,Pembroke Pines,FL,33029-5465,26.005806,-80.389617,,Stockroom Middle,Fort Lauderdale/West Palm Beach,Open
2592,"Las Vegas-Henderson-Paradise, NV",1807 W Craig Rd,North Las Vegas,NV,89032-0217,36.236731,-115.168118,Existing (Feature Space),Modified Split,Las Vegas,Open
2593,"Las Vegas-Henderson-Paradise, NV",2310 E Serene Ave,Las Vegas,NV,89123-3248,36.023008,-115.124115,,Garden Center,Las Vegas,Open
2595,"Seattle-Tacoma-Bellevue, WA",8924 Quilceda Blvd,Marysville,WA,98271-8076,48.078947,-122.188506,Update Existing (Front),Stockroom Middle,Seattle,Open
2596,"Mount Vernon-Anacortes, WA",2301 Freeway Dr,Mount Vernon,WA,98273-5445,48.441662,-122.346198,,Beverage Alcove,Mount Vernon,Open
2597,"Oil City, PA",10 Kimberly Ln,Cranberry,PA,16319-3134,41.348945,-79.718049,,Rear Backroom,Erie,Open
2599,"San Antonio-New Braunfels, TX",5555 De Zavala Rd,San Antonio,TX,78249-1735,29.564592,-98.596081,,Seafood Internal,San Antonio,Open
2600,"St. Louis, MO-IL",100 Thf Blvd,Chesterfield,MO,63005-1123,38.665861,-90.591551,,Tenant,St Louis,Open
2608,Remaining US,3205 Stower St,Miles City,MT,59301-5785,46.403468,-105.818752,,Tenant,Billings,Open
2609,"Los Angeles-Long Beach-Anaheim, CA",2770 Carson St,Lakewood,CA,90712-4004,33.830375,-118.158622,,Tenant,Irvine,Open
2612,"El Paso, TX",1850 N Zaragoza Rd,El Paso,TX,79936-7911,31.755875,-106.270881,,Seafood Internal High,El Paso,Open
2614,"Reading, PA",5370 Allentown Pike,Temple,PA,19560-1200,40.417591,-75.920373,,Seafood External,Reading,Open
2615,"Valdosta, GA",3274 Inner Perimeter Rd,Valdosta,GA,31602-1073,30.880763,-83.287605,,Modified Split,Albany-GA,Open
2616,"St. Louis, MO-IL",1307 Highway K,O Fallon,MO,63366-5978,38.794104,-90.702677,,Modified Split Backroom,St Louis,Open
2617,"Winnemucca, NV",3010 Potato Rd,Winnemucca,NV,89445-3665,40.953301,-117.745885,,Tenant,Reno,Open
2618,"Detroit-Warren-Dearborn, MI",3301 Pontiac Trail Road,Commerce,MI,48390-2746,42.559562,-83.442934,In-Lane,Centennial,Detroit,Open
2619,"Midland, MI",910 Joe Mann Blvd,Midland,MI,48642-8903,43.661521,-84.238083,,Stockroom Middle,Lansing,Open
2628,"Lexington-Fayette, KY",4051 Nicholasville Rd,Lexington,KY,40503-4433,37.979363,-84.531073,,Seafood External,Lexington,Open
2629,"Worcester, MA-CT",100 Valley Pkwy,Whitinsville,MA,01588-1743,42.107707,-71.700101,Tenant,Stockroom Middle High,Worcester,Open
2631,"Detroit-Warren-Dearborn, MI",29555 Plymouth Rd,Livonia,MI,48150-2125,42.366507,-83.336705,,Centennial,Detroit,Open
2634,"Berlin, NH-VT",561 Main St,Gorham,NH,03581-4901,44.426709,-71.194051,,Tenant,Boston,Open
2637,"New York-Newark-Jersey City, NY-NJ-PA",288 Larkin Dr,Monroe,NY,10950-4911,41.316944,-74.148409,,Split Backroom,Fishkill,Open
2638,"Huntington-Ashland, WV-KY-OH",12504 U.S. Route 60,Ashland,KY,41102-9687,38.388444,-82.711312,,Expansion (Full) Plus,Huntington,Open
2639,"Laconia, NH",1458 Lake Shore Rd,Gilford,NH,03249-2221,43.566882,-71.438976,,Tenant,Manchester,Open
2641,"Allentown-Bethlehem-Easton, PA-NJ",1091 Millcreek Rd,Allentown,PA,18106-9157,40.553855,-75.578777,,Modified Split Backroom,Reading,Open
2642,"Minneapolis-St. Paul-Bloomington, MN-WI",7835 150th St W,Apple Valley,MN,55124-7181,44.734376,-93.224698,In-Lane,Centennial Split High,Minneapolis South,Open
2643,"Minneapolis-St. Paul-Bloomington, MN-WI",10240 Hudson Rd,Woodbury,MN,55129-9111,44.946374,-92.896828,,Other (Non-Proto),Minneapolis South,Open
2644,"Saginaw, MI",5825 Brockway Rd,Saginaw,MI,48638-4474,43.433738,-84.031192,,Rear Backroom,Lansing,Open
2647,Remaining US,461 W Reservoir Rd,Woodstock,VA,22664-2005,38.868956,-78.531107,,Tenant,Winchester,Open
2649,"Dallas-Fort Worth-Arlington, TX",1635 Market Place Blvd.,Irving,TX,75063-7239,32.920622,-96.967748,,Seafood External High,Dallas Central,Open
2650,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",4301 Byberry Road,Philadelphia,PA,19154-3112,40.083282,-74.962809,,Split Backroom,Philadelphia,Open
2651,"New York-Newark-Jersey City, NY-NJ-PA",100 North Main Street,Manville,NJ,08835-1358,40.546713,-74.583746,,Modified Split Backroom,New York,Open
2656,"Espanola, NM",1610 No. Riverside Drive,Espanola,NM,87532-8063,36.015446,-106.067639,,Other (Non-Proto),Las Cruces,Open
2658,"Milwaukee-Waukesha-West Allis, WI",1515 W Paradise Dr,West Bend,WI,53095-9794,43.395589,-88.197115,,Seafood External High,Milwaukee,Open
2663,"Johnstown, PA",300 Walmart Dr,Ebensburg,PA,15931-4212,40.475399,-78.750382,,Tenant,Pittsburgh,Open
2665,"New Orleans-Metairie, LA",167 Northshore Blvd,Slidell,LA,70460-6836,30.308213,-89.828908,,Seafood External,New Orleans South,Open
2667,"Dallas-Fort Worth-Arlington, TX",7401 Samuell Blvd,Dallas,TX,75228-6166,32.793803,-96.689232,,Seafood External,Dallas East,Open
2668,"Racine, WI",3049 S Oakes Rd,Sturtevant,WI,53177-1961,42.694387,-87.866846,,Modified Split Backroom,Milwaukee,Open
2671,"Phoenix-Mesa-Scottsdale, AZ",1175 S Arizona Ave,Chandler,AZ,85286-6504,33.289249,-111.838037,,Centennial,Phoenix East,Open
2674,"Youngstown-Warren-Boardman, OH-PA",45 Williamson Rd,Greenville,PA,16125-1253,41.415434,-80.358892,,Other (Non-Proto),Erie,Open
2678,"South Bend-Mishawaka, IN-MI",316 Indian Ridge Blvd,Mishawaka,IN,46545-9034,41.715058,-86.181155,,Seafood External,South Bend,Open
2679,"Elkhart-Goshen, IN",175 Country Road #6 West,Elkhart,IN,46514-5557,41.721951,-85.978848,,Seafood External,Goshen,Open
2684,Remaining US,1142 S Bridge St,New Martinsville,WV,26155-1508,39.656581,-80.859604,,Other (Non-Proto),West OH,Open
2685,"Fayetteville-Springdale-Rogers, AR-MO",3701 Se Dodson Rd,Bentonville,AR,72712-0000,36.333936,-94.197123,,Stand Alone,Northwest Arkansas,Open
2686,"Fayetteville-Springdale-Rogers, AR-MO",1703 E. Central Ave,Bentonville,AR,72712-0000,36.372272,-94.189048,,WNM Front Split,Northwest Arkansas,Open
2688,"Tyler, TX",6801 S Broadway Ave,Tyler,TX,75703-4733,32.275187,-95.310345,,Seafood External,Dallas East,Open
2689,"Fresno, CA",3131 N Cedar Ave,Fresno,CA,93703-0000,36.778967,-119.756212,,WNM 41 Backroom (TEST),Fresno,Open
2690,"Huntsville, AL",8650 Madison Blvd,Madison,AL,35758-1803,34.683846,-86.741089,,Modified Split,Huntsville,Open
2691,"Louisville-Jefferson County, KY-IN",2910 Grant Line Rd,New Albany,IN,47150-2456,38.319427,-85.818345,,Seafood Internal,Cincinnati West,Open
2692,"Detroit-Warren-Dearborn, MI",45400 Marketplace Blvd,Chesterfield,MI,48051-3279,42.634814,-82.852751,Update Existing (Front),Centennial,Detroit,Open
2693,"Flint, MI",3700 Owen Rd,Fenton,MI,48430-9193,42.792319,-83.744349,,Centennial,Flint,Open
2694,"St. Louis, MO-IL",1202 S Kirkwood Rd,Kirkwood,MO,63122-7225,38.563071,-90.402996,,Tenant,St Louis,Open
2695,"Orlando-Kissimmee-Sanford, FL",1450 Johns Lake Rd,Clermont,FL,34711-6798,28.529979,-81.731337,,Stockroom Middle High,West Orlando,Open
2697,"San Francisco-Oakland-Hayward, CA",4893 Lone Tree Way,Antioch,CA,94531-8553,37.963462,-121.761642,,Expansion (Chilled),Stockton,Open
2702,"Springfield, MO",1102 N Massey Blvd,Nixa,MO,65714-7607,37.061157,-93.298956,,Other (Non-Proto),Springfield,Open
2703,"Florence, SC",2014 S Irby St,Florence,SC,29505-3420,34.155229,-79.764058,,Modified Split,Florence-SC,Open
2704,"Greensboro-High Point, NC",1021 High Point St,Randleman,NC,27317-7192,35.819706,-79.823022,,Tenant,Greensboro,Open
2705,Remaining US,1500 Armory Dr,Franklin,VA,23851-2452,36.669841,-76.955321,,Tenant,Danville,Open
2706,"New Orleans-Metairie, LA",1501 Manhattan Blvd,Harvey,LA,70058-3405,29.895406,-90.057292,,Seafood External,New Orleans South,Open
2708,"Riverside-San Bernardino-Ontario, CA",32225 Temecula Pkwy,Temecula,CA,92592-6811,33.480143,-117.094559,,Expansion (Full) Plus,San Diego,Open
2712,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",541 Seaboard St,Myrtle Beach,SC,29577-9733,33.702814,-78.912123,In-Lane,Seafood External,Myrtle Beach,Open
2713,"Birmingham-Hoover, AL",5919 Trussville Crossings Pkwy,Trussville,AL,35235-8635,33.639005,-86.629213,Inlane,Modified Split,Birmingham North,Open
2715,"Gulfport-Biloxi-Pascagoula, MS",3615 Sangani Blvd,Diberville,MS,39540-8770,30.456555,-88.895263,,Seafood External,Gulfport,Open
2716,"Cedar Rapids, IA",3601 29th Ave Sw,Cedar Rapids,IA,52404-3109,41.946769,-91.718622,,Seafood External,Cedar Rapids,Open
2717,"Hattiesburg, MS",5901 U S Highway 49,Hattiesburg,MS,39402-2858,31.308404,-89.321258,,Tenant,Hattiesburg,Open
2720,"Jackson, MS",127 Grandview Blvd,Madison,MS,39110-7595,32.467324,-90.134615,,Stockroom Middle High,Jackson,Open
2722,"Fairbanks, AK",537 Johansen Expy,Fairbanks,AK,99701-3165,64.856378,-147.689549,,Split Backroom,Anchorage,Open
2723,"Birmingham-Hoover, AL",690 Highway 78,Sumiton,AL,35148-3419,33.745493,-87.041799,,Tenant,Birmingham North,Open
2725,"Columbus, OH",8659 Columbus Pike,Lewis Center,OH,43035-9699,40.165177,-83.015852,,Seafood External High,Columbus-OH,Open
2726,"Columbus, OH",2793 Taylor Road Ext,Reynoldsburg,OH,43068-9549,39.939048,-82.785025,In-Lane,Tenant,Columbus-OH,Open
